股票代码,股票简称,现价(元),涨跌幅(%),所属同花顺行业,所属概念,动态市盈率2018.12.13,所属概念数量(个),a股流通市值 (元)2018.12.13,dde大单净额(元)2018.12.13,小单净额(元)2018.12.13,中单净额(元)2018.12.13,特大单净额(元)2018.12.13,小单买入金额(元)2018.12.13,小单卖出金额(元)2018.12.13,中单买入金额(元)2018.12.13,中单卖出金额(元)2018.12.13,dde大单买入金额(元)2018.12.13,dde大单卖出金额(元)2018.12.13,特大单买入金额(元)2018.12.13,特大单卖出金额(元)2018.12.13,特大单净比(%)2018.12.13
000661.SZ,长春高新,191.53,2.10,医药生物-生物制品-生物制品Ⅲ,兽药;振兴东北;生物医药;参股新三板;中朝贸易区;霍乱;手足口病疫苗;不孕不育;抗艾滋病;狂犬病;融资融券;儿童医药医疗;深股通;二胎概念;转融券标的;创新药;医保目录;证金持股;生物疫苗;吉林国资改革;地方国资改革,29.14,21.,32551107474.97,-20859890.70,25829853.00,-4969960.00,-3290446.70,138711547.70,112881697.00,204836385.00,209806345.00,96205349.00,117065239.70,29613740.00,32904186.70,-0.75
002007.SZ,华兰生物,38.06,1.47,医药生物-生物制品-生物制品Ⅲ,生物医药;MSCI潜力股;甲型流感;炭疽;基因疗法;西尼罗病毒;手足口病疫苗;霍乱;冠状病毒;禽流感;融资融券;深股通;转融券标的;医保目录;乙肝治疗;手足口病;血液制品;单抗;生物疫苗,34.95,19.,30545012580.28,-18876199.00,15284625.00,3591574.00,1719986.00,124598498.00,109313873.00,142621839.00,139030265.00,187710095.00,206586294.00,114926047.00,113206061.00,0.38
002030.SZ,达安基因,11.65,0.52,医药生物-生物制品-生物制品Ⅲ,MSCI潜力股;参股保险;埃博拉概念;细胞运输膜融合;甲型流感;基因芯片;抗癌;生物疫苗;寨卡病毒概念;登革热;食品安全;塑化剂;食品中国峰会;霍乱;禽流感;融资融券;深股通;抗艾滋病;转融券标的;分子诊断;高校;医保目录;参股新三板;基因测序;证金持股;体外诊断;创投,88.80,27.,8898398394.65,-2259672.20,2220971.00,38700.60,3108598.20,29031218.20,26810246.60,22058727.50,22020026.90,14877478.30,17137150.50,7140702.90,4032104.70,4.71
002038.SZ,双鹭药业,27.44,2.20,医药生物-生物制品-生物制品Ⅲ,多肽药;参股新三板;互联网医疗;央视财经50;大消费;MSCI潜力股;单抗;诺贝尔;生物医药;融资融券;深股通;民营医院;转融券标的;医保目录;抗癌;生物疫苗,26.50,16.,15557437499.52,1195321.00,-4494284.00,3298963.00,1690715.00,53666103.00,58160387.00,61792876.00,58493913.00,51246559.30,50051238.30,20488297.30,18797582.30,1.01
002166.SZ,莱茵生物,6.68,0.00,医药生物-生物制品-生物制品Ⅲ,霍乱;广西中医药;禽流感;登革热;东盟北部湾;甲型流感;MERS概念;西尼罗病毒;生物疫苗;达菲;寨卡病毒概念;冠状病毒;埃博拉概念;电子商务;证金持股,28.28,15.,2364511223.28,-104863.00,1005576.00,-900713.00,0.00,5468345.00,4462769.00,1339870.00,2240583.00,674515.00,779378.00,0.00,0.00,0.00
002252.SZ,上海莱士,11.53,-9.99,医药生物-生物制品-生物制品Ⅲ,股权转让;甲型流感;血液制品;融资融券;深股通;转融券标的;机构重仓;并购重组,-33.27,8.,57333952311.47,-11342061.00,7655920.00,3686141.00,-11803261.00,7655920.00,0.00,3686141.00,0.00,1879390.00,13221451.00,1418190.00,13221451.00,-89.27
002581.SZ,未名医药,7.21,-0.69,医药生物-生物制品-生物制品Ⅲ,中概股回归;生物医药;新型杀菌剂;深股通;高校;生物疫苗,283.30,6.,2889693996.56,-731328.00,1805323.00,-1073995.00,-517579.00,11840391.00,10035068.00,3785480.00,4859475.00,1243766.00,1975094.00,0.00,517579.00,-3.07
002680.SZ,*ST长生,--,--,医药生物-生物制品-生物制品Ⅲ,寨卡病毒概念;乙肝治疗;生物疫苗;ST板块,6.10,4.,1586462437.54,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--
002693.SZ,双成药业,4.31,-0.69,医药生物-生物制品-生物制品Ⅲ,抗癌;多肽药;仿制药;医保目录;海南自贸区,-40.34,5.,1738586423.51,-2052616.15,1328643.30,723972.80,0.00,8821355.60,7492712.25,7851918.00,7127945.20,519966.00,2572582.15,0.00,0.00,0.00
002880.SZ,卫光生物,43.23,-0.02,医药生物-生物制品-生物制品Ⅲ,血液制品;深圳国资改革;广东国资改革;地方国资改革,32.40,4.,1167210000.00,-1253168.04,1355999.00,-102831.00,-911003.00,9105399.00,7749399.96,4038773.60,4141604.60,4429277.96,5682446.00,2898689.00,3809692.00,-5.18
300009.SZ,安科生物,15.09,0.33,医药生物-生物制品-生物制品Ⅲ,民营医院;抗癌;西尼罗病毒;霍乱;冠状病毒;多肽药;抗艾滋病;深股通;抗肿瘤;细胞免疫治疗;单抗;不孕不育;手足口病;基因测序;生物医药;体外诊断;医疗器械概念,48.74,17.,9981968045.67,7347301.70,-7554130.00,206828.80,1905286.70,31956860.70,39510991.20,24679725.00,24472896.20,30098704.90,22751403.20,10004585.30,8099298.60,2.20
300122.SZ,智飞生物,40.83,1.34,医药生物-生物制品-生物制品Ⅲ,冠状病毒;结核病;抗癌;西尼罗病毒;寨卡病毒概念;手足口病疫苗;健康中国;抗艾滋病;生物医药;霍乱;融资融券;深股通;转融券标的;HPV疫苗;乙肝治疗;创新药;生物疫苗,45.09,17.,35488171290.75,6110957.00,-811182.00,-5299775.00,13618731.00,95662422.00,96473604.00,106596382.00,111896157.00,156889856.00,150778899.00,83151449.00,69532718.00,3.79
300142.SZ,沃森生物,20.00,3.36,医药生物-生物制品-生物制品Ⅲ,冠状病毒;西尼罗病毒;甲型流感;霍乱;炭疽;HPV疫苗;深股通;生物医药;抗癌;乙肝治疗;创新药;生物疫苗,253.09,12.,27541048640.00,-8599985.30,-5291156.00,13891141.00,-7038724.30,51363895.30,56655051.00,106738609.00,92847468.00,141818688.00,150418673.30,75630469.00,82669193.30,-2.35
300204.SZ,舒泰神,11.00,1.57,医药生物-生物制品-生物制品Ⅲ,多肽药;深股通;生物医药;乙肝治疗;创新药,33.09,5.,5134703013.00,-11855.58,595731.20,-583875.57,-816200.00,4132486.18,3536755.03,2323819.90,2907695.47,1227910.65,1239766.23,0.00,816200.00,-10.62
300239.SZ,东宝生物,4.06,-0.25,医药生物-生物制品-生物制品Ⅲ,能源纸;机器人材料;鱼蛋白;胶原蛋白;保健品,62.01,5.,1806400940.40,-258156.00,176597.40,81558.60,0.00,3930697.10,3754099.70,2486200.80,2404642.20,0.00,258156.00,0.00,0.00,0.00
300255.SZ,常山药业,4.45,1.14,医药生物-生物制品-生物制品Ⅲ,多肽药;雄安新区;生物医药;深股通;创新药;抗肿瘤;正定新区;仿制药;医保目录;国产伟哥;紫光系,19.38,11.,2875513887.20,1676612.39,-1078113.90,-598498.40,88611.39,4882558.45,5960672.44,6284580.00,6883078.40,6426090.54,4749478.15,1426041.04,1337429.65,0.50
300289.SZ,利德曼,6.89,5.68,医药生物-生物制品-生物制品Ⅲ,食品中国峰会;体外诊断;股权转让,35.81,3.,2258948923.40,11737171.60,-7730702.00,-4006469.10,4387407.00,17872198.60,25602901.10,20909215.00,24915684.10,24507892.60,12770721.00,8422231.00,4034824.00,6.93
300294.SZ,博雅生物,30.18,1.45,医药生物-生物制品-生物制品Ⅲ,血液制品;深股通;生物医药;白马股,34.25,4.,9843850829.94,-2022199.00,1067176.30,955022.70,615190.00,11310260.00,10243083.70,8622729.70,7667707.00,5124874.00,7147073.00,3168457.00,2553267.00,2.46
300357.SZ,我武生物,39.35,1.65,医药生物-生物制品-生物制品Ⅲ,生物医药;深股通;医疗器械概念,45.34,3.,9994453534.90,561832.60,2762832.00,-3324664.70,620295.40,25272999.70,22510167.60,11761060.80,15085725.50,11795897.60,11234065.00,5805071.00,5184775.60,1.27
300381.SZ,溢多利,8.20,-0.49,医药生物-生物制品-生物制品Ⅲ,饲料;生物医药;燃料乙醇,33.62,3.,2838437027.40,342099.00,-729700.00,387601.00,0.00,3557823.70,4287523.70,1852429.00,1464828.00,581280.00,239181.00,0.00,0.00,0.00
300485.SZ,赛升药业,10.28,0.49,医药生物-生物制品-生物制品Ⅲ,抗癌;生物医药;深股通;抗肿瘤;送转填权,17.76,5.,2536281600.00,716302.00,-2794707.60,2078405.10,0.00,12703483.40,15498190.50,6664741.20,4586336.10,977633.00,261331.00,0.00,0.00,0.00
300601.SZ,康泰生物,38.92,1.67,医药生物-生物制品-生物制品Ⅲ,疫苗存储;禽流感;乙肝治疗;深股通;生物疫苗,49.38,5.,9600342184.44,-3321532.10,6564629.00,-3243097.00,2012517.80,50210974.90,43646345.80,49760583.00,53003680.00,38890905.40,42212437.50,14970068.40,12957550.60,1.45
300653.SZ,正海生物,53.90,2.41,医药生物-生物制品-生物制品Ⅲ,高送转预期,49.64,1.,2332792000.00,-1212076.00,-1496248.00,2708324.00,-134734.00,18491550.00,19987798.00,24077493.00,21369169.00,13676679.00,14888755.00,4095318.00,4230052.00,-0.24
300683.SZ,海特生物,28.51,1.03,医药生物-生物制品-生物制品Ⅲ,创新药;抗癌;生物医药;乙肝治疗,29.08,4.,1355794190.40,-2517874.20,1742773.80,775100.80,0.00,13444356.60,11701583.20,9164600.60,8389499.80,2165025.00,4682899.20,0.00,0.00,0.00
300685.SZ,艾德生物,46.21,1.12,医药生物-生物制品-生物制品Ⅲ,抗癌;抗肿瘤;基因测序;深股通;分子诊断;送转填权;体外诊断;医疗器械概念,52.06,8.,4209804936.00,371252.00,1267430.00,-1638681.20,568047.00,28696474.50,27429045.30,10860381.00,12499062.20,6333240.00,5961988.00,3179641.00,2611594.00,1.24
600080.SH,金花股份,8.38,-1.18,医药生物-生物制品-生物制品Ⅲ,多肽药;抗癌;生物医药;创新药;医疗器械概念,67.30,5.,2558379407.36,-3087201.12,8723537.00,-5636336.00,1666426.98,72193019.30,63469482.18,58662973.00,64299309.00,16676508.18,19763709.30,3355474.08,1689047.10,1.13
600161.SH,天坛生物,22.71,2.21,医药生物-生物制品-生物制品Ⅲ,医疗改革;MSCI潜力股;生物医药;融资融券;沪股通;转融券标的;血液制品,37.41,7.,19783566826.26,-1215181.00,2050349.00,-835168.00,-949527.80,59015897.20,56965548.20,49567371.00,50402539.00,13919265.80,15134446.80,1344972.20,2294500.00,-0.78
600196.SH,复星医药,26.30,1.58,医药生物-生物制品-生物制品Ⅲ,央视财经50;干细胞;MSCI概念;老字号;生物医药;结核病;细胞免疫治疗;青蒿素;抗癌;甲型流感;氢燃料电池;融资融券;沪股通;民营医院;转融券标的;单抗;疟疾;互联网医疗;创新药;医保目录;仿制药;医疗改革;大消费;医疗器械概念;证金持股;体外诊断,24.14,26.,50246711873.20,11329559.00,-2649469.00,-8680090.00,1990658.00,109650157.00,112299626.00,188336002.00,197016092.00,147228687.00,135899128.00,54269916.00,52279258.00,0.45
600530.SH,交大昂立,4.94,-0.40,医药生物-生物制品-生物制品Ⅲ,小额贷款;参股券商;高校;健康中国;养老概念;电子商务;手足口病疫苗;医保目录;保健品,34.85,9.,3853200000.00,360552.00,876074.00,-1236625.96,0.00,5706721.16,4830647.20,2266596.04,3503222.00,360552.00,0.00,0.00,0.00,0.00
600645.SH,中源协和,17.40,0.00,医药生物-生物制品-生物制品Ⅲ,细胞免疫治疗;抗癌;基因芯片;冠状病毒;滨海新区;生物医药;基因疗法;细胞运输膜融合;融资融券;独角兽概念;转融券标的;医保目录;基因测序;干细胞;体外诊断,17.17,15.,6677677848.60,-1818547.70,3703591.00,-1885044.00,-79882.00,42607754.20,38904162.50,48073845.00,49958889.00,15315317.10,17133864.80,3830826.60,3910708.60,-0.08
600796.SH,钱江生化,5.65,0.53,医药生物-生物制品-生物制品Ⅲ,吡啶;蜱虫;兽药;甲型流感;生物农药;地方国资改革,-68.22,6.,1702922113.60,209200.30,-620455.60,411255.30,0.00,9980830.80,10601286.40,9500409.70,9089154.40,1208537.00,999336.70,0.00,0.00,0.00
600867.SH,通化东宝,15.17,0.93,医药生物-生物制品-生物制品Ⅲ,诺贝尔;健康中国;振兴东北;老龄化;生物医药;腾讯概念;MSCI潜力股;融资融券;沪股通;转融券标的;创新药;胰岛素;MSCI概念;医保目录,33.66,14.,29638261164.24,-10431044.10,-5227094.00,15658138.00,-1033425.00,61367127.10,66594221.00,71349845.00,55691707.00,13997579.70,24428623.80,0.00,1033425.00,-0.70
601206.SH,海尔施,--,--,医药生物-生物制品-生物制品Ⅲ,--,--,0.,--,--,--,--,--,0.00,0.00,--,--,--,--,--,--,--
603590.SH,康辰药业,34.58,0.67,医药生物-生物制品-生物制品Ⅲ,新股与次新股;创新药;知识产权保护,26.44,3.,1383200000.00,-3561586.00,-114249.00,3675835.20,0.00,22058097.10,22172346.30,26224400.20,22548565.00,3006731.00,6568317.00,0.00,0.00,0.00
000153.SZ,丰原药业,5.64,0.00,医药生物-化学制药-化学制剂,金改;抗肝癌;生物医药;眼科医疗;抗癌;医保目录;地方国资改革;安徽国资改革,23.77,8.,1759551577.20,0.00,975746.10,-975746.10,0.00,5643883.00,4668136.90,3024039.00,3999785.10,0.00,0.00,0.00,0.00,0.00
000513.SZ,丽珠集团,28.29,1.65,医药生物-化学制药-化学制剂,横琴新区;甲型流感;生物医药;B转H;参股新三板;融资融券;深股通;转融券标的;哮喘;单抗;中医药;医保目录;基因测序;创新药,16.23,14.,12947433349.71,4635932.70,443372.00,-5079305.00,-1874928.00,54435787.30,53992415.00,59126039.00,64205344.00,27142749.80,22506817.10,3086590.00,4961518.00,-1.33
000566.SZ,海南海药,5.62,-0.18,医药生物-化学制药-化学制剂,三沙;小额贷款;MSCI潜力股;海南旅游岛;东盟北部湾;抗癌;生物疫苗;细胞免疫治疗;仿制药;抗肿瘤;互联网+;海南自贸区;互联网医疗;医疗器械概念,24.59,14.,6199958670.66,1917389.70,-2877969.00,960579.00,1471896.00,27683508.80,30561477.50,29844833.00,28884254.00,7801294.70,5883905.00,1471896.00,0.00,2.25
000813.SZ,德展健康,9.28,-0.22,医药生物-化学制药-化学制剂,新疆振兴;仿制药,21.37,2.,10027693200.64,774447.12,-83652.00,-690795.50,0.00,15974613.28,16058264.90,22698114.20,23388909.70,1987000.00,1212552.88,0.00,0.00,0.00
000908.SZ,景峰医药,4.75,0.42,医药生物-化学制药-化学制剂,生物医药;抗癌;儿童医药医疗;国产伟哥;健康中国;医保目录;创新药;抗肿瘤;民营医院;仿制药,26.86,10.,3358330056.50,1361790.06,-676285.70,-685504.40,284401.96,11873546.80,12549832.46,12548392.40,13233896.80,4484030.00,3122239.94,1392536.90,1108134.94,0.98
000915.SZ,山大华特,15.95,1.27,医药生物-化学制药-化学制剂,地震;PM2.5;脱硫脱硝;高校;手足口病;手足口病疫苗;废气处理;生物医药;融资融券;儿童医药医疗;深股通;转融券标的;医保目录;二胎概念,19.56,14.,3723247689.15,-784273.90,-4519195.00,5303469.60,0.00,19703259.60,24222455.30,22199518.30,16896048.70,3176300.60,3960574.50,0.00,0.00,0.00
000919.SZ,金陵药业,6.61,0.46,医药生物-化学制药-化学制剂,养老概念;中医药;医疗改革;医保目录;南京国资改革;江苏国资改革;地方国资改革;民营医院;创投,20.94,9.,3324966172.61,19314.00,934926.00,-954240.00,0.00,4624840.00,3689914.00,2156873.00,3111113.00,352314.00,333000.00,0.00,0.00,0.00
000931.SZ,中关村,7.18,1.99,医药生物-化学制药-化学制剂,参股新三板;核污染防治;众筹概念;参股民营银行;京津冀一体化;抗辐射药;中朝贸易区;黄光裕概念;雄安新区;创新药;医保目录;健康中国;生物医药;养老概念;创投,41.28,15.,5041010141.82,14247776.80,-12615952.00,-1631825.00,4847707.80,38010822.20,50626774.00,43330057.00,44961882.00,20381097.80,6133321.00,4847707.80,0.00,4.77
000963.SZ,华东医药,28.35,0.21,医药生物-化学制药-化学制剂,医疗改革;诺贝尔;胰岛素;老龄化;MSCI概念;融资融券;深股通;转融券标的;创新药;生物医药;仿制药;医保目录;冬虫夏草;机构重仓,17.14,14.,36916802234.55,-42214416.80,72898300.00,-30683886.00,-3004106.80,208663181.00,135764878.20,191466723.00,222150609.00,69976987.30,112191404.10,14267015.30,17271122.10,-0.64
002262.SZ,恩华药业,9.69,-0.51,医药生物-化学制药-化学制剂,医药电商;互联网医疗;诺贝尔;融资融券;深股通;转融券标的;芬太尼,17.56,7.,8569918587.87,-4727930.30,13208499.00,-8480569.00,-2692135.00,61077282.30,47868783.00,30843267.00,39323836.00,21225333.70,25953264.00,7883228.00,10575363.00,-2.38
002294.SZ,信立泰,22.96,1.41,医药生物-化学制药-化学制剂,心脏支架;多肽药;生物医药;MSCI概念;老龄化;融资融券;深股通;转融券标的;创新药;仿制药;机构重仓;医疗器械概念;抗癌,15.66,13.,24016527360.00,12027264.90,-4699820.00,-7327445.00,4152120.30,46817103.10,51516923.00,35489079.00,42816524.00,33513340.70,21486075.80,10668755.00,6516634.70,3.58
002332.SZ,仙琚制药,7.08,1.72,医药生物-化学制药-化学制剂,小额贷款;哮喘;禁毒概念;生物医药;深股通;创新药;维生素,22.98,7.,6400204532.28,-10781191.46,3620082.00,7161109.60,-4131309.46,30509631.60,26889549.74,29658224.20,22497114.60,3905388.54,14686580.00,1015071.54,5146381.00,-6.45
002370.SZ,亚太药业,16.20,-2.00,医药生物-化学制药-化学制剂,创新药;股权转让,39.13,2.,6597214306.20,-1845606.30,2500179.50,-654573.00,-1600403.00,14498326.80,11998147.50,15514950.80,16169523.80,9992330.00,11837936.30,3345402.00,4945805.00,-4.00
002393.SZ,力生制药,21.75,1.07,医药生物-化学制药-化学制剂,抗辐射药;核污染防治;滨海新区;防辐射;融资融券;转融券标的;天津国资改革;地方国资改革;证金持股,28.36,9.,3968396076.00,497929.52,-1236262.60,738333.10,0.00,4662435.80,5898698.42,3323365.10,2585032.00,997949.52,500020.00,0.00,0.00,0.00
002411.SZ,延安必康,22.62,-0.13,医药生物-化学制药-化学制剂,吡啶;工业4.0;纳米;PPP概念;分离膜;高性能膜;深股通;电解液;中医药;健康中国;国资驰援;锂电池;股权转让,43.12,13.,7046252532.54,-1296423.40,4270360.00,-2973937.00,-11016647.40,72881244.00,68610883.60,62749665.00,65723602.00,66315325.60,67611749.00,23087111.60,34103759.00,-5.46
002422.SZ,科伦药业,23.01,4.40,医药生物-化学制药-化学制剂,肾透析;MSCI潜力股;板蓝根;禽流感;抗癌;生物医药;抗肿瘤;深股通;单抗;医保目录;MSCI概念;医疗器械概念;创新药;仿制药,24.28,14.,23684124384.18,6556951.00,-22505242.00,15948291.00,-1080968.00,87468874.00,109974116.00,77166748.00,61218457.00,67155497.00,60598546.00,20766715.00,21847683.00,-0.47
002435.SZ,长江润发,5.60,1.08,医药生物-化学制药-化学制剂,生物医药;纳米抗擦墨;碳纳米管;电梯物联网;电梯概念,12.47,5.,1749109700.80,-2295551.70,1470749.40,824802.00,0.00,13460203.30,11989453.60,8632704.00,7807902.00,2722165.00,5017716.70,0.00,0.00,0.00
002437.SZ,誉衡药业,3.43,0.00,医药生物-化学制药-化学制剂,MSCI潜力股;抗癌;互联网金融;多肽药;互联网保险;参股新三板;基因测序;青蒿素;阿糖胞苷;融资融券;深股通;转融券标的;生物医药;单抗;股权转让;创新药;民营医院,18.00,17.,7433072377.85,-850434.40,1962552.50,-1112118.10,-2566759.00,12303273.30,10340720.80,16992408.40,18104526.50,9782033.60,10632468.00,2278648.00,4845407.00,-6.57
002550.SZ,千红制药,4.03,0.25,医药生物-化学制药-化学制剂,民营医院;深股通;生物医药;抗癌,18.36,4.,3642112205.81,-457201.00,-192311.00,649512.00,-1962552.00,4095527.00,4287838.00,4049305.00,3399793.00,2474219.00,2931420.00,0.00,1962552.00,-18.48
002653.SZ,海思科,11.45,3.81,医药生物-化学制药-化学制剂,参股保险;抗癌;生物医药;融资融券;深股通;转融券标的;医保目录;乙肝治疗;仿制药;哮喘;创新药;医疗器械概念,30.60,12.,5204077750.15,5859693.72,-5856085.00,-3609.20,1135767.00,14806713.98,20662798.50,10790805.90,10794415.10,7840195.80,1980502.08,1961542.00,825775.00,3.40
002675.SZ,东诚药业,8.24,1.60,医药生物-化学制药-化学制剂,抗癌;细胞免疫治疗;养老概念;肾透析;抗肿瘤;深股通;生物医药,25.59,7.,5770429811.20,1395902.00,-793503.00,-602398.30,-977858.00,15423117.50,16216621.20,8530499.70,9132898.00,5834042.00,4438140.00,551860.00,1529718.00,-3.28
002773.SZ,康弘药业,37.02,1.98,医药生物-化学制药-化学制剂,生物医药;深股通;创新药;医保目录,36.96,4.,17596232600.52,1757957.50,1576612.00,-3334569.70,-39894.00,29790700.70,28214088.50,11153498.40,14488068.10,8457627.00,6699669.50,3120034.00,3159928.00,-0.08
